,service_date,from_stop_departure_sec,to_stop_arrival_sec,travel_time_sec,days_since_jan1,day_of_week,is_holiday
0,2024-01-01,36985,39364,-1.1361111427523682,-2.3089017770740163,-1.4515882839122158,5.044970182065602
1,2024-01-01,43189,45385,-1.820941391118953,-2.3089017770740163,-1.4515882839122158,5.044970182065602
2,2024-01-01,49496,52569,1.4610046625285598,-2.3089017770740163,-1.4515882839122158,5.044970182065602
3,2024-01-01,50586,53042,-0.8479585245871932,-2.3089017770740163,-1.4515882839122158,5.044970182065602
4,2024-01-01,56920,59146,-1.7086741372883654,-2.3089017770740163,-1.4515882839122158,5.044970182065602
5,2024-01-01,57400,60281,0.7424942380127987,-2.3089017770740163,-1.4515882839122158,5.044970182065602
6,2024-01-01,37594,39724,-2.0679293495462456,-2.3089017770740163,-1.4515882839122158,5.044970182065602
7,2024-01-01,44390,46719,-1.3232232324700144,-2.3089017770740163,-1.4515882839122158,5.044970182065602
8,2024-01-01,51789,54354,-0.4400541690027247,-2.3089017770740163,-1.4515882839122158,5.044970182065602
9,2024-01-01,38700,41035,-1.3007697817038968,-2.3089017770740163,-1.4515882839122158,5.044970182065602
10,2024-01-01,58480,61067,-0.35772484952696043,-2.3089017770740163,-1.4515882839122158,5.044970182065602
11,2024-01-01,54516,57342,0.5366709393233879,-2.3089017770740163,-1.4515882839122158,5.044970182065602
12,2024-01-01,39292,42214,0.8959261515812684,-2.3089017770740163,-1.4515882839122158,5.044970182065602
13,2024-01-01,52796,55483,0.016499329908331757,-2.3089017770740163,-1.4515882839122158,5.044970182065602
14,2024-01-01,53583,56257,-0.03214981341825623,-2.3089017770740163,-1.4515882839122158,5.044970182065602
15,2024-01-01,46595,49129,-0.5560636646276653,-2.3089017770740163,-1.4515882839122158,5.044970182065602
16,2024-01-01,40391,42977,-0.3614670913213134,-2.3089017770740163,-1.4515882839122158,5.044970182065602
17,2024-01-01,47198,49718,-0.6084550497486062,-2.3089017770740163,-1.4515882839122158,5.044970182065602
18,2024-01-01,54102,56654,-0.4887033123293127,-2.3089017770740163,-1.4515882839122158,5.044970182065602
19,2024-01-01,47564,50182,-0.24171535390201987,-2.3089017770740163,-1.4515882839122158,5.044970182065602
20,2024-01-01,55245,58021,0.3495588496057418,-2.3089017770740163,-1.4515882839122158,5.044970182065602
21,2024-01-01,48300,50999,0.06140623144056682,-2.3089017770740163,-1.4515882839122158,5.044970182065602
22,2024-01-01,55718,58431,0.11379761656150773,-2.3089017770740163,-1.4515882839122158,5.044970182065602
23,2024-01-01,41596,44006,-1.0201016471274276,-2.3089017770740163,-1.4515882839122158,5.044970182065602
24,2024-01-01,59438,61853,-1.001390438155663,-2.3089017770740163,-1.4515882839122158,5.044970182065602
25,2024-01-01,60155,62697,-0.5261257302728419,-2.3089017770740163,-1.4515882839122158,5.044970182065602
26,2024-01-01,60638,63303,-0.06582998956743252,-2.3089017770740163,-1.4515882839122158,5.044970182065602
27,2024-01-01,61126,63936,0.47679507061374116,-2.3089017770740163,-1.4515882839122158,5.044970182065602
28,2024-01-01,61601,64556,1.019420130794915,-2.3089017770740163,-1.4515882839122158,5.044970182065602
29,2024-01-01,63752,66350,-0.3165601897890783,-2.3089017770740163,-1.4515882839122158,5.044970182065602
30,2024-01-01,64839,67429,-0.3464981241439017,-2.3089017770740163,-1.4515882839122158,5.044970182065602
31,2024-01-01,34643,37049,-1.0350706143048394,-2.3089017770740163,-1.4515882839122158,5.044970182065602
32,2024-01-01,35226,37582,-1.2221827040224855,-2.3089017770740163,-1.4515882839122158,5.044970182065602
33,2024-01-01,25857,27997,-2.0305069316027167,-2.3089017770740163,-1.4515882839122158,5.044970182065602
34,2024-01-01,26457,28646,-1.8471370836794234,-2.3089017770740163,-1.4515882839122158,5.044970182065602
35,2024-01-01,27068,29340,-1.5365310147481308,-2.3089017770740163,-1.4515882839122158,5.044970182065602
36,2024-01-01,28386,30814,-0.952741294829075,-2.3089017770740163,-1.4515882839122158,5.044970182065602
37,2024-01-01,29099,31303,-1.7910034567641295,-2.3089017770740163,-1.4515882839122158,5.044970182065602
38,2024-01-01,30672,32954,-1.4991085968046016,-2.3089017770740163,-1.4515882839122158,5.044970182065602
39,2024-01-01,31380,33397,-2.490802672308126,-2.3089017770740163,-1.4515882839122158,5.044970182065602
40,2024-01-01,31742,34121,-1.1361111427523682,-2.3089017770740163,-1.4515882839122158,5.044970182065602
41,2024-01-01,32587,35075,-0.7282067871678998,-2.3089017770740163,-1.4515882839122158,5.044970182065602
42,2024-01-01,29583,32289,0.08760192400103728,-2.3089017770740163,-1.4515882839122158,5.044970182065602
43,2024-01-01,34259,36923,-0.06957223136178545,-2.3089017770740163,-1.4515882839122158,5.044970182065602
44,2024-01-01,35278,38419,1.7154771045445583,-2.3089017770740163,-1.4515882839122158,5.044970182065602
45,2024-01-01,38093,40588,-0.7020110946074293,-2.3089017770740163,-1.4515882839122158,5.044970182065602
46,2024-01-01,40895,43377,-0.7506602379340173,-2.3089017770740163,-1.4515882839122158,5.044970182065602
47,2024-01-01,42088,44557,-0.7993093812606052,-2.3089017770740163,-1.4515882839122158,5.044970182065602
48,2024-01-01,43799,45825,-2.4571224961589495,-2.3089017770740163,-1.4515882839122158,5.044970182065602
49,2024-01-01,44991,47718,0.16618900168244863,-2.3089017770740163,-1.4515882839122158,5.044970182065602
50,2024-01-01,46086,48371,-1.487881871421543,-2.3089017770740163,-1.4515882839122158,5.044970182065602
51,2024-01-01,48989,51578,-0.3502403659382546,-2.3089017770740163,-1.4515882839122158,5.044970182065602
