,service_date,from_stop_departure_sec,to_stop_arrival_sec,travel_time_sec,days_since_jan1,day_of_week,is_holiday
6049,2024-06-01,45392,47987,-0.3277869151721371,0.9458219456310224,1.0393816337403743,-0.198217227042274
6050,2024-06-01,61787,64415,-0.20429293595849063,0.9458219456310224,1.0393816337403743,-0.198217227042274
6051,2024-06-01,31237,33600,-1.195987011462015,0.9458219456310224,1.0393816337403743,-0.198217227042274
6052,2024-06-01,65190,67911,0.1437355509163311,0.9458219456310224,1.0393816337403743,-0.198217227042274
6053,2024-06-01,30497,33060,-0.44753865259143055,0.9458219456310224,1.0393816337403743,-0.198217227042274
6054,2024-06-01,52590,55081,-0.716980061784841,0.9458219456310224,1.0393816337403743,-0.198217227042274
6055,2024-06-01,43296,46125,0.5478976647064466,0.9458219456310224,1.0393816337403743,-0.198217227042274
6056,2024-06-01,42708,45719,1.2289856712786784,0.9458219456310224,1.0393816337403743,-0.198217227042274
6057,2024-06-01,26666,28955,-1.4729129042441311,0.9458219456310224,1.0393816337403743,-0.198217227042274
6058,2024-06-01,64189,66814,-0.2155196613415494,0.9458219456310224,1.0393816337403743,-0.198217227042274
6059,2024-06-01,59587,62740,1.7603840060767935,0.9458219456310224,1.0393816337403743,-0.198217227042274
6060,2024-06-01,27241,29541,-1.431748244506249,0.9458219456310224,1.0393816337403743,-0.198217227042274
6061,2024-06-01,50486,53359,0.7125563036579753,0.9458219456310224,1.0393816337403743,-0.198217227042274
6062,2024-06-01,62393,65379,1.1354296264198553,0.9458219456310224,1.0393816337403743,-0.198217227042274
6063,2024-06-01,58984,61489,-0.6645886766639001,0.9458219456310224,1.0393816337403743,-0.198217227042274
6064,2024-06-01,57292,59931,-0.1631282762206085,0.9458219456310224,1.0393816337403743,-0.198217227042274
6065,2024-06-01,36597,38995,-1.0650085486596628,0.9458219456310224,1.0393816337403743,-0.198217227042274
6066,2024-06-01,38299,40891,-0.33901364055519584,0.9458219456310224,1.0393816337403743,-0.198217227042274
6067,2024-06-01,56188,59030,0.5965468080330346,0.9458219456310224,1.0393816337403743,-0.198217227042274
6068,2024-06-01,49201,52240,1.3337684415205604,0.9458219456310224,1.0393816337403743,-0.198217227042274
6069,2024-06-01,25467,27712,-1.6375715431956597,0.9458219456310224,1.0393816337403743,-0.198217227042274
6070,2024-06-01,55694,58530,0.5740933572669171,0.9458219456310224,1.0393816337403743,-0.198217227042274
6071,2024-06-01,39999,42308,-1.3980680683570728,0.9458219456310224,1.0393816337403743,-0.198217227042274
6072,2024-06-01,47987,50894,0.8397925246659746,0.9458219456310224,1.0393816337403743,-0.198217227042274
6073,2024-06-01,33513,36104,-0.34275588234954874,0.9458219456310224,1.0393816337403743,-0.198217227042274
6074,2024-06-01,34089,36562,-0.7843404140831935,0.9458219456310224,1.0393816337403743,-0.198217227042274
6075,2024-06-01,46787,49441,-0.10699464930531467,0.9458219456310224,1.0393816337403743,-0.198217227042274
6076,2024-06-01,25981,28631,-0.12196361648272636,0.9458219456310224,1.0393816337403743,-0.198217227042274
6077,2024-06-01,30082,32203,-2.101609525695422,0.9458219456310224,1.0393816337403743,-0.198217227042274
6078,2024-06-01,32251,34601,-1.244636154788603,0.9458219456310224,1.0393816337403743,-0.198217227042274
6079,2024-06-01,32943,35443,-0.6832998856356647,0.9458219456310224,1.0393816337403743,-0.198217227042274
6080,2024-06-01,34651,37127,-0.7731136887001347,0.9458219456310224,1.0393816337403743,-0.198217227042274
6081,2024-06-01,40697,43333,-0.17435500160366726,0.9458219456310224,1.0393816337403743,-0.198217227042274
6082,2024-06-01,41283,44038,0.2709717719243305,0.9458219456310224,1.0393816337403743,-0.198217227042274
6083,2024-06-01,47394,50278,0.7537209633958574,0.9458219456310224,1.0393816337403743,-0.198217227042274
6084,2024-06-01,51685,54394,0.09882864938409604,0.9458219456310224,1.0393816337403743,-0.198217227042274
6085,2024-06-01,52788,55517,0.17367348527115448,0.9458219456310224,1.0393816337403743,-0.198217227042274
6086,2024-06-01,53293,56324,1.303830507165737,0.9458219456310224,1.0393816337403743,-0.198217227042274
6087,2024-06-01,54792,57946,1.7641262478711464,0.9458219456310224,1.0393816337403743,-0.198217227042274
6088,2024-06-01,59287,61891,-0.29410673902296075,0.9458219456310224,1.0393816337403743,-0.198217227042274
6089,2024-06-01,61199,63716,-0.619681775131665,0.9458219456310224,1.0393816337403743,-0.198217227042274
6090,2024-06-01,65791,68328,-0.5448369392446065,0.9458219456310224,1.0393816337403743,-0.198217227042274
6091,2024-06-02,27058,29054,-2.5693897499895373,0.9672346017014504,1.5375756172708923,-0.198217227042274
6092,2024-06-02,32978,35382,-1.0425550978935452,0.9672346017014504,1.5375756172708923,-0.198217227042274
6093,2024-06-02,35839,38079,-1.6562827521674244,0.9672346017014504,1.5375756172708923,-0.198217227042274
6094,2024-06-02,41763,44350,-0.35772484952696043,0.9672346017014504,1.5375756172708923,-0.198217227042274
6095,2024-06-02,42563,44813,-1.6188603342238952,0.9672346017014504,1.5375756172708923,-0.198217227042274
6096,2024-06-02,47577,50806,2.0447943824476154,0.9672346017014504,1.5375756172708923,-0.198217227042274
6097,2024-06-02,48600,51007,-1.0313283725104865,0.9672346017014504,1.5375756172708923,-0.198217227042274
6098,2024-06-02,51337,53824,-0.7319490289622527,0.9672346017014504,1.5375756172708923,-0.198217227042274
6099,2024-06-02,61289,63981,0.03521053888009636,0.9672346017014504,1.5375756172708923,-0.198217227042274
6100,2024-06-02,56807,59295,-0.7282067871678998,0.9672346017014504,1.5375756172708923,-0.198217227042274
